City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Zeya,RU,53.75,127.2667,34.65,74,100,3.56,overcast clouds
466,San Pedro,PH,14.35,121.0167,83.43,84,40,4.61,scattered clouds
467,Bulgan,MN,48.8125,103.5347,33.12,85,100,8.55,overcast clouds
468,Vimperk,CZ,49.0586,13.7829,51.89,93,58,3.36,broken clouds
469,Puerto Escondido,MX,15.85,-97.0667,85.23,64,100,1.95,overcast clouds
470,Lianran,CN,24.9227,102.485,61.34,92,8,2.19,clear sky
471,Los Lunas,US,34.8062,-106.7334,78.67,39,48,5.53,scattered clouds
472,Zharkent,KZ,44.1628,80.0,44.64,27,0,5.03,clear sky
473,Vila Velha,BR,-20.3297,-40.2925,69.75,83,90,6.91,overcast clouds
474,Paragould,US,36.0584,-90.4973,81.82,59,7,6.04,clear sky
475,San-Pedro,CI,4.7485,-6.6363,79.86,82,100,8.63,overcast clouds
476,Asau,RO,46.4333,26.4,46.96,43,100,7.58,light rain
477,Oriximina,BR,-1.7656,-55.8661,96.04,38,56,5.23,light rain
478,Mizdah,LY,31.4451,12.9801,78.33,43,19,8.01,few clouds
479,Koumac,NC,-20.5667,164.2833,68.79,78,2,4.32,clear sky
480,Yuryev-Polskiy,RU,56.5,39.6833,40.89,68,0,6.04,clear sky
481,Townsville,AU,-19.25,146.8,74.28,83,40,10.36,scattered clouds
482,Ouagadougou,BF,12.3642,-1.5383,93.33,52,40,3.44,scattered clouds
483,Constitucion,CL,-35.3333,-72.4167,59.07,58,98,7.27,overcast clouds
484,Havoysund,NO,70.9963,24.6622,38.28,77,100,11.88,overcast clouds
485,Cascais,PT,38.6979,-9.4215,81.75,58,0,19.57,clear sky
486,Gadung,PH,6.8025,124.02,80.71,78,100,3.2,overcast clouds
487,Jacareacanga,BR,-6.2222,-57.7528,81.07,76,99,0.81,overcast clouds
488,Hirado,JP,33.3597,129.5531,76.35,79,7,8.68,clear sky
489,Hovd,MN,48.0056,91.6419,31.53,45,36,2.08,scattered clouds
490,Broome,US,42.2506,-75.833,73.17,90,90,1.99,overcast clouds
491,Qaanaaq,GL,77.484,-69.3632,23.83,71,95,6.55,overcast clouds
492,Pacific Grove,US,36.6177,-121.9166,60.03,71,80,1.01,broken clouds
493,Rivadavia,AR,-33.1905,-68.4608,66.67,52,98,15.93,overcast clouds
494,Anadyr,RU,64.75,177.4833,30.7,100,75,5.99,light snow
495,Half Moon Bay,US,37.4636,-122.4286,61.05,66,46,1.01,scattered clouds
496,Nogliki,RU,51.8333,143.1667,37.24,76,3,11.88,clear sky
497,Mackay,AU,-21.15,149.2,69.67,88,90,5.75,overcast clouds
498,Henties Bay,NA,-22.116,14.2845,58.86,82,1,10.98,clear sky
499,Samarai,PG,-10.6167,150.6667,79.54,86,99,14.12,overcast clouds
500,Erechim,BR,-27.6342,-52.2739,71.64,99,100,2.89,light rain
501,Monki,PL,53.405,22.7979,44.67,57,0,7.0,clear sky
502,Acworth,US,34.0659,-84.6769,77.88,75,1,0.0,clear sky
503,Iwaki,JP,37.05,140.8833,68.77,95,35,9.8,scattered clouds
504,Yar-Sale,RU,66.8333,70.8333,36.5,84,100,22.66,light rain
505,Vallenar,CL,-28.5708,-70.7581,69.98,30,1,10.31,clear sky
506,Maksatikha,RU,57.797,35.8825,41.04,71,99,4.76,overcast clouds
507,Alofi,NU,-19.0595,-169.9187,67.89,100,1,1.14,clear sky
508,Guayaramerin,BO,-10.8368,-65.3614,93.25,52,20,6.91,few clouds
509,Soto La Marina,MX,23.7667,-98.2167,83.98,54,0,4.32,clear sky
510,The Valley,AI,18.217,-63.0578,89.1,66,20,13.8,haze
511,Fuyu,CN,45.1833,124.8167,50.22,65,83,6.89,broken clouds
512,Gari,RU,59.4307,62.3497,45.12,63,31,13.8,scattered clouds
513,Ambulu,ID,-8.345,113.6058,75.27,85,93,3.42,overcast clouds
514,Abulug,PH,18.4453,121.4533,80.37,83,100,1.45,overcast clouds
515,Kirakira,SB,-10.4544,161.9205,78.8,88,100,9.31,overcast clouds
516,Mangai,CD,-4.05,19.5333,81.63,58,78,1.74,broken clouds
517,Nantucket,US,41.2835,-70.0995,72.25,85,4,6.6,clear sky
518,Whitehorse,CA,60.7161,-135.0538,32.77,93,40,13.0,scattered clouds
519,Terney,RU,45.0503,136.6092,46.83,64,59,7.61,broken clouds
520,Salihli,TR,38.4826,28.1477,69.8,31,51,4.76,broken clouds
521,Dingle,PH,10.9995,122.6711,73.81,92,100,2.68,overcast clouds
522,Valleyview,CA,55.0667,-117.2859,30.24,69,100,12.66,overcast clouds
523,Tuy Hoa,VN,13.0833,109.3,80.85,76,100,14.99,overcast clouds
524,Laela,TZ,-8.5667,32.05,78.51,30,100,1.99,overcast clouds
525,Doctor Juan Manuel Frutos,PY,-25.3667,-55.8,77.36,87,91,4.9,overcast clouds
526,Grindavik,IS,63.8424,-22.4338,51.75,93,90,25.32,overcast clouds
527,Ulladulla,AU,-35.35,150.4667,58.87,77,45,8.05,scattered clouds
528,Egvekinot,RU,66.3167,-179.1667,22.64,85,100,14.18,overcast clouds
529,Troitsko-Pechorsk,RU,62.7084,56.1964,39.42,76,65,11.65,broken clouds
530,Slave Lake,CA,55.2834,-114.769,26.58,86,75,4.61,broken clouds
531,Plainview,US,40.7765,-73.4673,77.72,71,100,1.99,overcast clouds
532,Veraval,IN,20.9,70.3667,83.84,79,100,0.22,overcast clouds
533,Shambu,ET,9.5667,37.1,52.45,90,95,2.08,light rain
534,Tupik,RU,54.4253,119.9327,29.1,76,23,4.32,few clouds
535,Axim,GH,4.8699,-2.2405,80.26,82,99,8.28,overcast clouds
536,Berlevag,NO,70.8578,29.0864,35.4,71,100,3.4,overcast clouds
537,Cap Malheureux,MU,-19.9842,57.6142,72.09,74,46,5.99,scattered clouds
538,Villamartin,ES,36.8598,-5.6449,88.43,49,4,6.33,clear sky
539,Seattle,US,47.6062,-122.3321,49.48,88,92,5.01,overcast clouds
540,Hurricane,US,37.1753,-113.2899,59.0,90,100,1.48,light rain
541,Puerto Carreno,CO,6.189,-67.4859,86.41,66,97,5.48,overcast clouds
542,Luis Correia,BR,-2.8792,-41.6669,87.48,62,61,16.02,broken clouds
543,Alagoinhas,BR,-12.1356,-38.4192,91.69,32,23,11.18,few clouds
544,Marsh Harbour,BS,26.5412,-77.0636,82.49,64,93,5.28,overcast clouds
545,Katsuura,JP,35.1333,140.3,75.31,86,3,7.54,clear sky
546,Nieves,PH,15.3274,120.9485,75.76,91,100,3.24,overcast clouds
547,Padang,ID,-0.9492,100.3543,77.05,87,71,3.15,light rain
548,Jimo,CN,36.3897,120.4622,67.32,97,100,6.8,light rain
549,Kendari,ID,-3.945,122.4989,73.36,95,87,3.44,overcast clouds
550,Stranda,NO,62.3096,6.9358,59.56,90,99,4.27,overcast clouds
551,Teahupoo,PF,-17.8333,-149.2667,69.76,76,48,3.51,scattered clouds
552,Khash,IR,28.2211,61.2158,71.6,17,0,5.84,clear sky
553,Ovalle,CL,-30.5983,-71.2003,66.27,38,11,9.75,few clouds
554,Alta Floresta,BR,-9.8756,-56.0861,97.77,34,68,4.14,broken clouds
555,Honningsvag,NO,70.9821,25.9704,37.15,75,75,4.61,broken clouds
556,Asfi,MA,32.2994,-9.2372,72.41,76,31,13.89,scattered clouds
557,Pathein,MM,16.7833,94.7333,78.03,91,6,3.89,clear sky
558,Coahuayana,MX,18.7333,-103.6833,89.82,63,93,2.44,overcast clouds
559,Santa Rosalia,MX,27.3167,-112.2833,87.46,39,3,4.9,clear sky
560,Siparia,TT,10.1333,-61.5,88.83,64,19,5.66,few clouds
561,Hacari,CO,8.3233,-73.1489,79.93,62,99,1.92,moderate rain
562,Del Rio,US,29.3627,-100.8968,82.42,42,31,16.49,scattered clouds
563,Kudahuvadhoo,MV,2.6708,72.8944,83.93,73,84,14.79,broken clouds
564,Dahra,DZ,36.2546,0.8519,68.38,55,0,10.94,clear sky
565,Namatanai,PG,-3.6667,152.4333,78.69,84,47,4.25,light rain
566,Abay,KZ,49.6311,72.8539,28.78,75,5,1.57,clear sky
567,Arroio Grande,BR,-32.2375,-53.0869,63.3,57,78,12.57,broken clouds
568,Teruel,ES,40.6667,-0.6667,65.68,40,10,7.23,clear sky
569,Turkistan,KZ,43.0,68.0,51.58,59,96,6.53,overcast clouds
570,Kuytun,RU,54.3419,101.5036,35.46,80,100,10.98,overcast clouds
571,Sloboda,RU,51.1421,40.3021,42.84,50,3,7.05,clear sky
572,Acarau,BR,-2.8856,-40.12,88.27,59,80,16.8,broken clouds
573,Saldanha,ZA,-33.0117,17.9442,60.31,82,88,7.58,overcast clouds
574,Lukulu,ZM,-14.3707,23.242,86.29,15,19,3.47,few clouds
575,Mandal,IN,25.45,74.5667,80.13,54,6,5.48,clear sky
576,Pietersburg,ZA,-23.9045,29.4688,59.4,41,50,10.6,scattered clouds
577,Karratha,AU,-20.7377,116.8463,75.04,45,0,11.48,clear sky
578,Buin,CL,-33.7333,-70.75,57.74,50,95,2.75,overcast clouds
579,Saratoga Springs,US,43.0831,-73.7846,73.8,70,12,1.99,few clouds
580,Nazca,PE,-14.8333,-74.95,80.19,44,41,8.84,scattered clouds
581,Kraskino,RU,42.7114,130.7794,51.75,73,28,3.15,scattered clouds
582,Flin Flon,CA,54.7682,-101.865,52.02,32,38,6.11,scattered clouds
583,Energetik,RU,51.7445,58.7934,46.71,56,0,0.96,clear sky
584,Prince George,CA,53.9166,-122.753,37.62,90,95,5.95,overcast clouds
585,Mets Masrik,AM,40.2183,45.7681,38.37,87,37,7.58,scattered clouds
586,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,11.5,overcast clouds
587,Black River,JM,18.0264,-77.8487,87.98,61,29,6.42,scattered clouds
588,Ferrol,ES,43.4832,-8.2369,69.58,89,7,0.6,clear sky
589,Marsa Matruh,EG,31.3525,27.2453,71.8,64,0,7.2,clear sky
590,Matata,NZ,-37.8833,176.75,56.14,89,7,5.21,clear sky
591,Xingyi,CN,24.1877,102.817,58.48,92,7,2.44,clear sky
592,San Ignacio,BZ,17.1561,-89.0714,84.79,72,99,3.74,overcast clouds
593,Maniitsoq,GL,65.4167,-52.9,34.83,48,3,1.36,clear sky
594,Jeremoabo,BR,-10.075,-38.4808,97.23,18,76,11.81,broken clouds
595,Palmer,US,42.1584,-72.3287,73.51,60,10,1.01,clear sky
596,San Vicente,AR,-26.6167,-54.1333,66.02,97,100,3.38,light rain
597,Opuwo,NA,-18.0607,13.84,87.69,12,6,11.88,clear sky
598,Linkou,CN,45.3,130.2833,43.9,59,0,3.58,clear sky
599,Hope,US,33.6671,-93.5916,83.23,41,21,7.94,few clouds
600,Tessalit,ML,20.1986,1.0114,97.45,8,0,13.58,clear sky
601,Portland,US,45.5234,-122.6762,52.77,88,83,1.01,broken clouds
602,Pakokku,MM,21.3333,95.1,85.17,70,98,4.81,overcast clouds
603,Ewa Beach,US,21.3156,-158.0072,77.09,68,79,18.99,broken clouds
604,Carballo,ES,43.213,-8.691,78.22,77,10,2.53,clear sky
605,North Vernon,US,39.0062,-85.6236,76.12,80,16,6.58,few clouds
606,Camacupa,AO,-12.0167,17.4833,83.89,22,75,8.88,broken clouds
607,Ocos,GT,14.5094,-92.1933,89.31,71,100,3.76,overcast clouds
608,Plouzane,FR,48.3833,-4.6167,69.98,71,75,5.75,broken clouds
609,Saint-Gabriel,CA,46.3001,-73.3824,63.84,53,2,6.51,clear sky
610,Novyy Urgal,RU,51.0736,132.5642,32.68,83,51,2.33,broken clouds
611,Shieli,KZ,44.1667,66.75,53.6,26,92,7.0,overcast clouds
612,Kostomuksha,RU,64.571,30.5767,45.12,95,100,4.45,overcast clouds
613,Catumbela,AO,-12.4314,13.5472,74.17,73,51,6.29,broken clouds
614,Tutoia,BR,-2.7619,-42.2744,85.89,65,68,15.52,broken clouds
615,Plettenberg Bay,ZA,-34.0527,23.3716,60.69,83,68,5.75,broken clouds
616,Wajir,KE,1.7471,40.0573,90.55,31,49,10.33,scattered clouds
617,Sistranda,NO,63.7256,8.834,53.91,94,100,8.5,overcast clouds
618,Nyurba,RU,63.2842,118.3319,34.23,96,100,8.7,overcast clouds
619,Callaway,US,30.153,-85.5699,86.92,70,21,3.0,few clouds
620,Pato Branco,BR,-26.2286,-52.6706,67.14,83,99,7.09,light rain
621,Manggar,ID,-2.8833,108.2667,81.3,81,90,8.41,overcast clouds
622,Taiping,MY,4.85,100.7333,75.31,94,100,2.71,overcast clouds
623,Poroshkovo,UA,48.6683,22.7533,53.85,67,0,7.47,clear sky
624,Gemena,CD,3.25,19.7667,77.65,81,94,2.62,light rain
625,Omboue,GA,-1.5746,9.2618,78.6,84,100,9.42,overcast clouds
626,Ronne,DK,55.1009,14.7066,53.51,94,90,5.75,overcast clouds
627,Isangel,VU,-19.55,169.2667,70.5,78,31,8.97,scattered clouds
628,Lamar,US,33.6668,-95.5836,88.36,56,4,13.98,clear sky
629,Camocim,BR,-2.9022,-40.8411,90.66,54,93,15.46,overcast clouds
630,Bara,NG,10.3744,10.7288,85.53,47,45,0.98,scattered clouds
631,Irtyshskiy,RU,58.3333,68.1333,43.81,65,1,11.99,clear sky
632,Dauphin,CA,51.1494,-100.0502,55.44,42,99,7.23,overcast clouds
633,El Salto,MX,20.3333,-104.5,77.02,45,70,5.68,broken clouds
634,Salina,US,38.8403,-97.6114,79.18,58,22,1.01,few clouds
635,San Jose,US,37.3394,-121.895,61.39,59,81,1.99,broken clouds
636,Mucuri,BR,-18.0864,-39.5508,75.6,75,94,16.06,overcast clouds
637,Vaitape,PF,-16.5167,-151.75,77.74,72,93,5.23,overcast clouds
638,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.39,67,79,9.75,broken clouds
639,Salalah,OM,17.0151,54.0924,81.23,75,94,1.59,overcast clouds
640,Konevo,RU,62.1215,39.3192,46.99,91,100,6.71,overcast clouds
641,Marinette,US,45.1,-87.6307,69.31,100,90,5.75,mist
642,Naantali,FI,60.4674,22.0243,52.36,93,90,9.22,overcast clouds
643,Ewo,CG,-0.8725,14.8206,79.09,78,99,3.0,light rain
644,Ville-Marie,CA,47.3335,-79.433,69.44,50,40,4.68,scattered clouds
645,Volsk,RU,52.0333,47.3833,45.01,57,6,3.02,clear sky
646,Kulu,TR,39.0951,33.0799,61.0,28,15,4.14,few clouds
647,Ballina,AU,-28.8667,153.5667,60.78,85,96,4.61,overcast clouds
648,Tibati,CM,6.4667,12.6333,72.27,86,86,4.61,light rain
649,Sunrise Manor,US,36.2111,-115.0731,69.04,70,90,1.01,light rain
650,Hambantota,LK,6.1241,81.1185,80.53,81,85,15.41,overcast clouds
651,Anzio,IT,41.4853,12.6179,69.39,60,50,4.38,scattered clouds
652,Atlantic Beach,US,30.3344,-81.3987,85.06,94,90,6.91,thunderstorm
653,Moose Factory,CA,51.2585,-80.6094,69.28,65,40,6.98,scattered clouds
654,Tapa,EE,59.2606,25.9586,51.39,70,60,7.02,broken clouds
655,Dzidzantun,MX,21.25,-89.05,92.82,47,98,4.07,overcast clouds
656,Stolac,BA,43.0844,17.9575,67.26,72,99,7.34,overcast clouds
657,Te Anau,NZ,-45.4167,167.7167,45.0,95,100,1.52,overcast clouds
658,Kokopo,PG,-4.352,152.2633,76.78,84,94,6.08,overcast clouds
659,Sao Bento Do Sul,BR,-26.2503,-49.3786,58.24,74,100,3.83,overcast clouds
660,Mareeba,AU,-17.0,145.4333,68.72,94,44,3.51,scattered clouds
661,Gerardmer,FR,48.0735,6.8779,54.99,84,65,6.49,broken clouds
662,Ratnagiri,IN,16.9833,73.3,79.41,89,100,7.0,overcast clouds
663,San Angelo,US,31.4638,-100.437,86.97,46,1,7.0,clear sky
664,Lagunas,PE,-5.2269,-75.6753,96.39,39,97,2.84,overcast clouds
665,Sanchez,DO,19.2281,-69.6137,86.56,65,34,4.0,scattered clouds
666,Mahajanga,MG,-15.7167,46.3167,78.82,83,20,6.91,light rain
667,Corinto,GR,37.9407,22.9573,69.46,83,46,4.97,light rain
668,San Rafael,AR,-34.6177,-68.3301,56.93,64,99,9.84,overcast clouds
669,Ouargaye,BF,11.5033,0.0572,92.82,41,100,5.59,overcast clouds
670,Banga,PH,6.4239,124.7783,74.52,86,100,1.07,overcast clouds
671,Llanes,ES,43.4198,-4.7549,66.27,73,3,13.0,clear sky
672,Kiruna,SE,67.8557,20.2251,32.92,100,90,2.3,mist
673,Roald,NO,62.5833,6.1333,59.9,94,90,5.75,drizzle
674,Hit,IQ,33.6416,42.8251,80.15,14,0,7.23,clear sky
675,Turukhansk,RU,65.8167,87.9833,38.73,98,100,13.44,light rain
676,Pangnirtung,CA,66.1451,-65.7125,36.61,65,3,2.66,clear sky
677,Sept-Iles,CA,50.2001,-66.3821,51.06,58,13,5.99,few clouds
678,Morgan City,US,29.6994,-91.2068,86.04,56,0,5.28,clear sky
679,Ponta Delgada,PT,37.7333,-25.6667,74.12,64,20,9.22,few clouds
680,Ola,RU,59.5833,151.2833,30.87,59,28,4.88,scattered clouds
681,Saiki,JP,32.95,131.9,71.94,85,12,5.68,few clouds
682,Zhangjiakou,CN,40.81,114.8794,50.58,87,74,7.31,broken clouds
683,El Copey,CO,10.1503,-73.9614,94.28,44,11,5.7,few clouds
684,Mindelo,CV,16.8901,-24.9804,80.01,74,8,15.52,clear sky
685,Georgiyevskoye,RU,58.731,45.024,42.39,74,99,5.91,overcast clouds
686,Doctor Arroyo,MX,23.6667,-100.1833,70.29,33,19,1.86,few clouds
687,Kingisepp,RU,59.3733,28.6134,45.01,62,64,5.35,broken clouds
688,Port Hedland,AU,-20.3167,118.5667,69.85,88,0,9.22,clear sky
689,Patiya,BD,22.2931,91.9762,77.65,90,76,2.89,broken clouds
690,Huntly,GB,57.4474,-2.7861,63.68,93,100,5.79,light rain
691,Mersing,MY,2.4312,103.8405,80.1,84,11,7.78,few clouds
692,Pilar,BR,-9.5972,-35.9567,85.93,54,99,11.21,overcast clouds
693,Guhagar,IN,17.4842,73.1929,78.46,93,100,5.28,overcast clouds
694,Waw,SS,7.7029,27.9953,79.57,68,59,1.5,broken clouds
695,Medvezhyegorsk,RU,62.9167,34.4667,48.58,90,100,4.09,light rain
696,Mirnyy,RU,62.5353,113.9611,32.22,96,100,8.93,light snow
697,Lanigan,CA,51.8501,-105.0344,53.37,61,3,6.44,clear sky
698,Liverpool,GB,53.4106,-2.9779,65.82,81,40,1.99,scattered clouds
